,followers_count,in_reply_to_screen_name,created_at,text,likes,location,author,_id,retweet_count,type
0,301,N/A,2020-03-06 20:26:59,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,AsekTimba,1236025507575197696,13,Retweet
1,3,N/A,2020-03-06 20:26:19,b'RT @AgborNkonghoF: The UN in its Briefing Notes today calls on the Cameroon Gov\xe2\x80\x99t to ensure that the investigation of the Ngarbuh Massacre\xe2\x80\xa6',0,,AfonAkwe,1236025338519531525,65,Retweet
2,51,N/A,2020-03-06 20:26:00,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Centre, Cameroon",Bambopark,1236025256319553536,183,Retweet
3,39,N/A,2020-03-06 20:25:06,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,MollaKalem1,1236025032649904128,183,Retweet
4,258,N/A,2020-03-06 20:23:22,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Manchester, England",Nain___,1236024594009554945,183,Retweet
5,52,N/A,2020-03-06 20:20:49,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Bamenda ,iam_promisekb,1236023953610674179,183,Retweet
6,13,N/A,2020-03-06 20:20:03,"b'RT @heytherehaIey: Witnesses told us this house was also burnt that day, when the attackers were moving b/t Ngarbuh 3 and Ngarbuh 2. The da\xe2\x80\xa6'",0,"Montréal, Québec",damas0077,1236023762539212802,26,Retweet
7,20,N/A,2020-03-06 20:19:57,b'RT @Efi_8Efi: @heytherehaIey Ngarbuh is just a tip of the iceberg of the horror going on.',0,,Wanangwen,1236023736324837379,4,Retweet
8,579,N/A,2020-03-06 20:19:43,"b""RT @Mimimefo237: NYT satellite investigation team blames gov't for Ngarbuh massacre\n\n''The government claimed it was an accident \xe2\x80\x94 but our\xe2\x80\xa6""",0,Bafoussam,CedricVilliams,1236023675469561856,17,Retweet
9,20,N/A,2020-03-06 20:19:23,"b'RT @heytherehaIey: Witnesses told us this house was also burnt that day, when the attackers were moving b/t Ngarbuh 3 and Ngarbuh 2. The da\xe2\x80\xa6'",0,,Wanangwen,1236023591818465280,26,Retweet
10,13,N/A,2020-03-06 20:18:48,b'RT @iayongwa: As part of the Ngarbuh investigation\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/304we31LWo\xe2\x86\x96\xef\xb8\x8fthis video was filmed at this Ngarbuh 2 residence\xf0\x9f\x97\xba\xef\xb8\x8fhttps://t.c\xe2\x80\xa6',0,"Montréal, Québec",damas0077,1236023445940551681,5,Retweet
11,20,N/A,2020-03-06 20:18:29,b'RT @heytherehaIey: Witnesses say 16 of the victims (incl. 12 children) were killed at this collection of homes in Ngarbuh 3. Three building\xe2\x80\xa6',0,,Wanangwen,1236023366882136064,26,Retweet
12,20,N/A,2020-03-06 20:18:25,"b'RT @heytherehaIey: Our findings contradict that account. We analyzed footage and satellite imagery and worked with @iayongwa, who spoke to\xe2\x80\xa6'",0,,Wanangwen,1236023349702258690,24,Retweet
13,20,N/A,2020-03-06 20:18:08,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,Wanangwen,1236023277572800512,183,Retweet
14,579,N/A,2020-03-06 20:17:52,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Bafoussam,CedricVilliams,1236023213437698048,183,Retweet
15,332,N/A,2020-03-06 20:17:27,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Bandjoun,Lyapunov2003,1236023106550018050,183,Retweet
16,82,N/A,2020-03-06 20:09:34,b'RT @heytherehaIey: The government has since established a commission of inquiry to investigate and reportedly arrested nine soldiers in con\xe2\x80\xa6',0,,dan_essim,1236021121046192131,22,Retweet
17,1131,N/A,2020-03-06 20:09:05,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,En première ligne,Medu_Neter_93,1236020999927271424,183,Retweet
18,1005,N/A,2020-03-06 20:08:57,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,slimombuhi,1236020965886345222,18,Retweet
19,2,Mimimefo237,2020-03-06 20:07:14,b'@Mimimefo237 Was a satellite needed to confirm the French Cameroun government committed Genocide in Ngarbuh?\nThe\xe2\x80\xa6 https://t.co/GHlrt58cX2',0,,MbunweP,1236020537136119808,0,Reply
20,112,N/A,2020-03-06 20:04:52,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,Douala                   ,KNG75955352,1236019939393273866,19,Retweet
21,19,N/A,2020-03-06 20:02:51,b'RT @iayongwa: As part of the Ngarbuh investigation\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/304we31LWo\xe2\x86\x96\xef\xb8\x8fthis video was filmed at this Ngarbuh 2 residence\xf0\x9f\x97\xba\xef\xb8\x8fhttps://t.c\xe2\x80\xa6',0,Newcastle upon Tyne,BallasDJ012,1236019433266610178,5,Retweet
22,82,N/A,2020-03-06 20:00:22,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,dan_essim,1236018808516743168,183,Retweet
23,112,N/A,2020-03-06 19:54:58,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Douala                   ,KNG75955352,1236017446605201409,183,Retweet
24,167,N/A,2020-03-06 19:54:30,b'RT @SAdamsR2P: The evidence strongly suggests #Cameroon\xe2\x80\x99s govt is lying and that its soldiers carried out a massacre in #Ngarbuh. Excellent\xe2\x80\xa6',0,"North Dakota, USA",moh_dre,1236017331907817473,8,Retweet
25,290,N/A,2020-03-06 19:54:04,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Planet Earth,GratefulSB,1236017221576646656,183,Retweet
26,113,N/A,2020-03-06 19:54:00,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Manchester, UK",RedGeorge5003,1236017206967840768,183,Retweet
27,226,N/A,2020-03-06 19:51:11,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,,EvaristusAjefu,1236016498289844225,10,Retweet
28,226,N/A,2020-03-06 19:50:27,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,EvaristusAjefu,1236016310976421888,13,Retweet
29,304,N/A,2020-03-06 19:49:52,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,shiylalaw,1236016166264623106,13,Retweet
30,16254,N/A,2020-03-06 19:49:51,"b""RT @Mimimefo237: NYT satellite investigation team blames gov't for Ngarbuh massacre\n\n''The government claimed it was an accident \xe2\x80\x94 but our\xe2\x80\xa6""",0,Careffour Condom ,ESheriff237,1236016160895877121,17,Retweet
31,301,N/A,2020-03-06 19:48:47,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,,AsekTimba,1236015890984062980,10,Retweet
32,13331,N/A,2020-03-06 19:47:24,"b""RT @Mimimefo237: NYT satellite investigation team blames gov't for Ngarbuh massacre\n\n''The government claimed it was an accident \xe2\x80\x94 but our\xe2\x80\xa6""",0,"Vernier, Suisse",Citizen_Alert1,1236015542714142720,17,Retweet
33,113,N/A,2020-03-06 19:46:53,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Douala,CAMEROUN",nzdenis,1236015414678872065,183,Retweet
34,68,N/A,2020-03-06 19:46:52,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,fruvanon,1236015408836210689,18,Retweet
35,792,N/A,2020-03-06 19:44:06,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,Soul14001,1236014715253518338,183,Retweet
36,360,N/A,2020-03-06 19:44:00,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,"Massachusetts, USA",FaClovis,1236014688577691650,10,Retweet
37,716,N/A,2020-03-06 19:43:59,b'RT @AmbaClinton: #PaulBiyaBiHitlerBiMvondo and \xe2\x81\xa6@EmmanuelMacron\xe2\x81\xa9 can no longer hide the #Genocide they are perpetrating in #Ambazonia. Elde\xe2\x80\xa6',0, Idimu Egbeda Lagos Nig,BENGURION1,1236014684299571200,101,Retweet
38,131,N/A,2020-03-06 19:43:53,b'RT @BohHerbert: #PaulBiyaBiHitlerBiMvondo and \xe2\x81\xa6@EmmanuelMacron\xe2\x81\xa9 can no longer hide the #Genocide they are perpetrating in #Ambazonia. Elder\xe2\x80\xa6',0,Enugwu province of Biafra,AniekeChukwudi,1236014661251870720,128,Retweet
39,1715,N/A,2020-03-06 19:43:39,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Johannesburg,RoshneeNarrande,1236014602099535872,183,Retweet
40,68,N/A,2020-03-06 19:42:45,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,,fruvanon,1236014375179300864,10,Retweet
41,1566,N/A,2020-03-06 19:42:35,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Cameroon,Maijidda_Z,1236014330501529601,183,Retweet
42,1862,N/A,2020-03-06 19:41:00,"b""RT @Mimimefo237: NYT satellite investigation team blames gov't for Ngarbuh massacre\n\n''The government claimed it was an accident \xe2\x80\x94 but our\xe2\x80\xa6""",0,Moon,Badboyblogs,1236013934290890752,17,Retweet
43,3314,N/A,2020-03-06 19:40:38,b'RT @AmbaClinton: #PaulBiyaBiHitlerBiMvondo and \xe2\x81\xa6@EmmanuelMacron\xe2\x81\xa9 can no longer hide the #Genocide they are perpetrating in #Ambazonia. Elde\xe2\x80\xa6',0,"New Delhi, India",MAZIOBIBOND1,1236013841634426881,101,Retweet
44,2,heytherehaIey,2020-03-06 19:40:23,b'@heytherehaIey Very soon the yaounde regime will now come to say they have arrested some of their professional mili\xe2\x80\xa6 https://t.co/MykiGyXkIk',0,,biyaih1981,1236013778996801537,0,Reply
45,924,N/A,2020-03-06 19:38:06,b'RT @heytherehaIey: The government has since established a commission of inquiry to investigate and reportedly arrested nine soldiers in con\xe2\x80\xa6',0,"Northern Virginia, USA",Mary_Henrye,1236013203450138624,22,Retweet
46,195,N/A,2020-03-06 19:37:48,"b'RT @JeanMarieBekon1: @heytherehaIey Just when the #ngarbuh incident is still fresh in people mind,#CAMSOLDIERS have don it again by killing\xe2\x80\xa6'",0,,ndi_nji,1236013126841221121,2,Retweet
47,1012,N/A,2020-03-06 19:37:25,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,douala-cameroun,E_Sissembeck,1236013032624599041,183,Retweet
48,195,N/A,2020-03-06 19:36:57,"b'RT @JeanMarieBekon1: @heytherehaIey Just when the #ngarbuh incident is still fresh in people mind,#CAMSOLDIERS have don it again by killing\xe2\x80\xa6'",0,,ndi_nji,1236012913007243264,4,Retweet
49,9125,N/A,2020-03-06 19:36:39,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Paris, Ile-de-France",BateFelix,1236012837362860033,183,Retweet
50,274,N/A,2020-03-06 19:35:07,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,KJonah5,1236012452355194883,18,Retweet
51,274,N/A,2020-03-06 19:34:30,"b""RT @Mimimefo237: NYT satellite investigation team blames gov't for Ngarbuh massacre\n\n''The government claimed it was an accident \xe2\x80\x94 but our\xe2\x80\xa6""",0,,KJonah5,1236012297883172864,17,Retweet
52,274,N/A,2020-03-06 19:34:11,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,KJonah5,1236012218262499330,13,Retweet
53,1465,N/A,2020-03-06 19:33:52,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Mississippi, USA",Mlle_Eyoum,1236012137614635013,183,Retweet
54,195,N/A,2020-03-06 19:32:05,"b'RT @threadreaderapp: @DeBraunHill Hi!, you can read it here: Thread by @heytherehaIey: THREAD: On February 14, over 20 people (mostly women\xe2\x80\xa6'",0,,ndi_nji,1236011691210608640,2,Retweet
55,65,N/A,2020-03-06 19:31:45,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,piangos,1236011603868422145,183,Retweet
56,195,N/A,2020-03-06 19:30:36,b'RT @Efi_8Efi: @heytherehaIey Ngarbuh is just a tip of the iceberg of the horror going on.',0,,ndi_nji,1236011317619814404,4,Retweet
57,877,N/A,2020-03-06 19:30:12,b'RT @AmbaClinton: #PaulBiyaBiHitlerBiMvondo and \xe2\x81\xa6@EmmanuelMacron\xe2\x81\xa9 can no longer hide the #Genocide they are perpetrating in #Ambazonia. Elde\xe2\x80\xa6',0,,SimonEzim1968,1236011217002663941,101,Retweet
58,2369,N/A,2020-03-06 19:30:01,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,Fr333k,1236011170315804673,183,Retweet
59,2052,N/A,2020-03-06 19:30:01,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Manchester, England",baroncols,1236011168273137664,183,Retweet
60,195,N/A,2020-03-06 19:29:36,b'RT @heytherehaIey: The government has since established a commission of inquiry to investigate and reportedly arrested nine soldiers in con\xe2\x80\xa6',0,,ndi_nji,1236011066376810498,22,Retweet
61,195,N/A,2020-03-06 19:27:38,"b'RT @heytherehaIey: Witnesses told us this house was also burnt that day, when the attackers were moving b/t Ngarbuh 3 and Ngarbuh 2. The da\xe2\x80\xa6'",0,,ndi_nji,1236010568710057988,26,Retweet
62,10,N/A,2020-03-06 19:27:25,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,,SShufai,1236010515010330626,10,Retweet
63,114,N/A,2020-03-06 19:26:11,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,,RalphMixx007,1236010205705461760,10,Retweet
64,195,N/A,2020-03-06 19:25:27,b'RT @heytherehaIey: Witnesses say 16 of the victims (incl. 12 children) were killed at this collection of homes in Ngarbuh 3. Three building\xe2\x80\xa6',0,,ndi_nji,1236010020946534402,26,Retweet
65,111,N/A,2020-03-06 19:25:17,b'RT @iayongwa: As part of the Ngarbuh investigation\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/304we31LWo\xe2\x86\x96\xef\xb8\x8fthis video was filmed at this Ngarbuh 2 residence\xf0\x9f\x97\xba\xef\xb8\x8fhttps://t.c\xe2\x80\xa6',0,Cameroon,werechan1,1236009978533679105,5,Retweet
66,4023,N/A,2020-03-06 19:25:06,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Littoral, Cameroon",HaroldJoakim,1236009931138097152,183,Retweet
67,195,N/A,2020-03-06 19:24:43,"b'RT @heytherehaIey: Our findings contradict that account. We analyzed footage and satellite imagery and worked with @iayongwa, who spoke to\xe2\x80\xa6'",0,,ndi_nji,1236009835252064257,24,Retweet
68,37,N/A,2020-03-06 19:23:54,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,enow_mbianyor,1236009631983513600,183,Retweet
69,195,N/A,2020-03-06 19:23:25,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,ndi_nji,1236009509547581444,183,Retweet
70,98,N/A,2020-03-06 19:23:12,b'RT @heytherehaIey: Witnesses say 16 of the victims (incl. 12 children) were killed at this collection of homes in Ngarbuh 3. Three building\xe2\x80\xa6',0,Belgium,andasi4,1236009454363119621,26,Retweet
71,4023,N/A,2020-03-06 19:22:30,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,"Littoral, Cameroon",HaroldJoakim,1236009276323303428,19,Retweet
72,447,N/A,2020-03-06 19:20:48,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,united kingdom,ivokuka,1236008850026827781,10,Retweet
73,1102,N/A,2020-03-06 19:20:18,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,Ambazonia,Naneve2,1236008722859769856,10,Retweet
74,1,N/A,2020-03-06 19:20:02,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,VanFannel,1236008658582024192,183,Retweet
75,370,N/A,2020-03-06 19:18:47,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0, italy,ntokosuzzyayo,1236008343434559489,10,Retweet
76,4538,N/A,2020-03-06 19:18:44,b'RT @scinga2017: #SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki Massacre\xe2\x80\xa6',0,"Johannesburg, South Africa",ambaperspective,1236008331606622208,10,Retweet
77,30,N/A,2020-03-06 19:18:28,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Thank you ,orchidviolette,1236008263528914945,183,Retweet
78,259,N/A,2020-03-06 19:17:05,b'RT @KwiyuhM: Quite a powerful piece of indisputable forensic investigation...\nThis throws into serious doubt the account rendered by the go\xe2\x80\xa6',0,,AtangaCelest,1236007914722246656,1,Retweet
79,259,N/A,2020-03-06 19:16:35,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,AtangaCelest,1236007790457520133,18,Retweet
80,3,N/A,2020-03-06 19:16:07,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,LDN,asmagudson,1236007671700037632,183,Retweet
81,365,N/A,2020-03-06 19:15:32,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,le_petitbaressi,1236007523779514368,13,Retweet
82,2734,N/A,2020-03-06 19:15:30,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,Yagoua,Babymfops,1236007518226309122,19,Retweet
83,2378,N/A,2020-03-06 19:15:30,b'#SouthernCameroonians in front of @NBCNews &amp; @foxnewsnight protest ongoing #genocide following #Ngarbuh &amp; #Babanki\xe2\x80\xa6 https://t.co/aTNN1fUKcV',2,Nigeria,scinga2017,1236007517706170368,10,Tweet
84,1441,N/A,2020-03-06 19:15:08,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,Berlin,CheyssonY,1236007422826815488,19,Retweet
85,211,N/A,2020-03-06 19:14:48,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,Ambazonia,nebapius,1236007339603476481,183,Retweet
86,941,N/A,2020-03-06 19:10:48,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,,ar_nkam,1236006333171802112,19,Retweet
87,9,N/A,2020-03-06 19:10:33,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,fornge2,1236006271125467137,183,Retweet
88,6592,N/A,2020-03-06 19:10:10,b'RT @Daniel_Finnan: #Cameroon: @nytimes investigation using satellite imagery contradicts government line on massacre in Ngarbuh village. #A\xe2\x80\xa6',0,,ilariallegro,1236006176070004737,19,Retweet
89,259,N/A,2020-03-06 19:09:50,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,AtangaCelest,1236006091638571009,13,Retweet
90,6592,N/A,2020-03-06 19:09:50,b'RT @iayongwa: As part of the Ngarbuh investigation\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/304we31LWo\xe2\x86\x96\xef\xb8\x8fthis video was filmed at this Ngarbuh 2 residence\xf0\x9f\x97\xba\xef\xb8\x8fhttps://t.c\xe2\x80\xa6',0,,ilariallegro,1236006088761315329,5,Retweet
91,36,N/A,2020-03-06 19:09:49,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,"Los Angeles, CA",anthonyd2004,1236006086114594816,183,Retweet
92,85,N/A,2020-03-06 19:09:25,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,somewhere near you,redhat6,1236005987640897538,183,Retweet
93,300,N/A,2020-03-06 19:08:47,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,DorothyNgwa,1236005825350701056,18,Retweet
94,24,N/A,2020-03-06 19:08:20,"b'RT @pabiedu1: Int\xe2\x80\x99l leaders, what will you do to #StopTheGenocideinSouthernCameroons? Silence is no longer an option post the Ngarbuh Massa\xe2\x80\xa6'",0,,peter_dinga,1236005714453311488,18,Retweet
95,1630,N/A,2020-03-06 19:07:52,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,Earth,237critic,1236005597016920064,13,Retweet
96,215,N/A,2020-03-06 19:07:48,b'RT @Efi_8Efi: @heytherehaIey Ngarbuh is just a tip of the iceberg of the horror going on.',0,Southern Cameroons,MartinShiyla,1236005579707072513,4,Retweet
97,215,N/A,2020-03-06 19:07:30,"b'RT @JeanMarieBekon1: @heytherehaIey Just when the #ngarbuh incident is still fresh in people mind,#CAMSOLDIERS have don it again by killing\xe2\x80\xa6'",0,Southern Cameroons,MartinShiyla,1236005503509151746,4,Retweet
98,348,N/A,2020-03-06 19:06:32,"b""RT @CMRNewsAgency: New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",0,,wanmbel,1236005258633056261,13,Retweet
99,11156,N/A,2020-03-06 19:05:29,"b""New York Times' Satellite Images Contradict Government Version On Ngarbuh Massacre https://t.co/4h8kIsptAX""",9,Douala-Cameroon ,CMRNewsAgency,1236004993896939522,13,Tweet
100,10,N/A,2020-03-06 19:03:56,"b'RT @heytherehaIey: Witnesses told us this house was also burnt that day, when the attackers were moving b/t Ngarbuh 3 and Ngarbuh 2. The da\xe2\x80\xa6'",0,,nkeh_2019,1236004604426498050,26,Retweet
101,10,N/A,2020-03-06 19:02:37,b'RT @heytherehaIey: Witnesses say 16 of the victims (incl. 12 children) were killed at this collection of homes in Ngarbuh 3. Three building\xe2\x80\xa6',0,,nkeh_2019,1236004272803848194,26,Retweet
102,331,N/A,2020-03-06 19:02:20,b'RT @SAdamsR2P: The evidence strongly suggests #Cameroon\xe2\x80\x99s govt is lying and that its soldiers carried out a massacre in #Ngarbuh. Excellent\xe2\x80\xa6',0,,BreasleyAdam,1236004204453470209,8,Retweet
103,10,N/A,2020-03-06 19:02:06,"b'RT @heytherehaIey: Our findings contradict that account. We analyzed footage and satellite imagery and worked with @iayongwa, who spoke to\xe2\x80\xa6'",0,,nkeh_2019,1236004143954878470,24,Retweet
104,346,N/A,2020-03-06 19:00:02,b'RT @iayongwa: As part of the Ngarbuh investigation\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/304we31LWo\xe2\x86\x96\xef\xb8\x8fthis video was filmed at this Ngarbuh 2 residence\xf0\x9f\x97\xba\xef\xb8\x8fhttps://t.c\xe2\x80\xa6',0,"Lynn, MA",SOkwukaogu,1236003622909095939,5,Retweet
105,346,N/A,2020-03-06 18:59:53,b'RT @DorisToyou: Great investigate imagery on #Ngarbuh #NgarbuhMassacre contradicts many stories by #Cameroon gov. We need indep. impartial\xe2\x80\xa6',0,"Lynn, MA",SOkwukaogu,1236003588419313664,5,Retweet
106,10,N/A,2020-03-06 18:59:43,"b'RT @heytherehaIey: THREAD: On February 14, over 20 people (mostly women and children) were killed in Ngarbuh village in #Cameroon. The gove\xe2\x80\xa6'",0,,nkeh_2019,1236003546090352640,183,Retweet
107,2675,N/A,2020-03-06 18:59:27,"b'RT @threadreaderapp: @DeBraunHill Hi!, you can read it here: Thread by @heytherehaIey: THREAD: On February 14, over 20 people (mostly women\xe2\x80\xa6'",0,Douala ,DeBraunHill,1236003475579908096,2,Retweet
